id,price,rooms,accommodates,cleaning_fee,latitude,longitude
0,87.72558766473479,3,1,117.46836642740473,39.45564818336666,-109.98116380513466
1,99.36138301819932,1,5,115.81824061779143,-12.669414774960401,-139.96173136959828
2,68.00452905142305,4,7,58.713739161417934,42.63441895652326,56.29009224861136
3,70.48533204402862,3,7,162.56442733974825,50.207478075103694,-116.07371417447091
4,70.24073570966354,3,5,158.068410007876,73.23966282094543,-165.02099771168145
5,63.31698863973309,1,8,62.39000548930244,12.5911971624475,10.559300043279961
6,56.056150306282575,2,3,92.2874112369751,-81.38557076513325,151.15649327820358
7,31.169860235726645,1,5,62.20691725963249,83.32935134848881,-53.05498713485862
8,95.54078328551455,3,8,57.421259764235174,-31.331999850899294,4.322260640424901
9,29.20173121070335,3,7,126.75715647283329,-58.78720091959262,-130.1445351416663
10,25.574787900483713,4,5,86.27045920266536,-67.41060282456822,-112.68847448202682
11,56.45133219912084,3,7,43.89437748497549,49.73930383308388,58.30605036955353
12,91.76921393078027,2,2,161.1596420334347,22.261224888077138,-59.82672363754405
13,80.81907299954118,4,8,175.77218121060054,87.63281721418875,143.42222902660274
14,89.07402780282591,1,3,160.5629563587329,11.086984800645851,-170.07451936381744
15,32.85089482907636,1,8,143.7176858055915,-38.55741974649224,-136.55473231358224
16,44.51632246684198,2,7,136.76361565336143,-21.620961118403812,-145.22633192939304
17,77.32418682914542,3,5,141.1267457138646,22.37333039289976,-126.74413470083512
18,34.317989331230564,1,5,145.4260217180282,-15.73970125957608,-86.67338125898117
19,53.25137740810098,4,1,160.0594219733573,58.8544010472786,-75.45029375192406
20,91.43160934556167,3,3,196.78606952530734,12.636045164917732,26.59927071988662
21,88.88333365418924,4,1,124.82839917497037,-46.59694536775956,1.4209029277133425
22,49.75311214017587,1,1,96.98137942239606,-22.741634112911385,106.8611873807265
23,95.65345089129087,3,2,91.49670195185095,-49.35541199941815,142.18087775852183
24,58.647652559707936,1,2,108.16251877189528,77.08752026929739,43.13894209081826
25,73.98106165511479,2,2,122.4143998942962,61.91493807312844,-49.00842646733585
26,70.46875541065768,4,8,169.83897197759066,6.366030712069843,-61.85541167157466
27,87.37052117726994,3,5,97.90299719250942,-0.2799360049457533,-63.09787461876195
28,41.40891821562279,2,7,180.0571467800584,56.15037927280005,-54.57259478150789
29,95.07101045983953,1,6,159.960829961226,-2.3254243395510343,7.804620108063659
30,66.80105452087429,2,1,84.58335836082227,47.266451418551384,103.95581217812747
31,34.2882723302687,2,8,163.63186752261484,-33.45940002057058,41.27166584655396
32,22.50897420295008,4,4,122.0636509397088,-75.2004454347226,86.2693247081686
33,25.94769395163307,3,4,82.68201645095806,45.79837253044042,-116.78952707248001
34,80.22156116591847,3,5,186.36668518352445,-44.00951029295917,110.96339749678998
35,20.608044506158187,3,4,85.12620945578016,75.9699880773523,123.0924709436627
36,62.24361679996917,2,7,110.43846958093297,5.268256751815414,-76.80608342603213
37,24.40886056129953,4,6,108.97845611119891,21.62981250447673,-138.2015110688673
38,48.86885911178996,1,7,114.50599909604092,-66.54350706779134,-96.54195248948221
39,96.97835036497621,3,1,195.85235133887488,13.056042280174267,15.188862250162401
40,21.069659253204787,4,3,98.15023224640441,56.659252557687154,-177.8726729555611
41,57.977547522702224,1,7,61.17419390257217,-88.61157973086745,-3.800354252490166
42,41.15722009972516,1,3,93.32653572529195,57.685963497879186,47.23412915352415
43,90.47494018522666,3,4,54.99817972471098,79.9070581871664,45.880823717408305
44,23.169402023196213,3,8,125.67311438869547,18.965075669112238,15.294194375535028
45,85.55431226674484,1,8,85.76081157486749,-33.31168305188094,-155.2413168264308
46,74.14390354177863,1,2,93.10540380142265,-38.41586068671223,-109.77642696106749
47,46.6571495662535,4,8,180.20561090697132,85.39952702223064,-132.8664550205936
48,83.88908247898928,1,1,191.75491562432933,81.33470459556611,16.29684742641581
49,48.91460720564439,4,4,113.41840858151399,-7.980199143277815,63.35897543041153
50,83.97776976239953,4,5,96.8061287661117,-33.551826896588416,-100.59059784794087
51,76.8850399411398,4,2,45.33066523263314,59.077150855557164,4.6784808297230995
52,58.59786891816783,1,5,156.34740100957563,-6.885073986594733,-148.53555824118155
53,43.94782323793828,1,8,95.75228485970857,1.306647431703766,96.8888296570081
54,41.86076083929286,1,2,192.56626050238603,72.61020744371436,89.65981641297662
55,46.00875498885814,4,5,149.17801943855935,87.7439474266605,115.66593467537143
56,86.04037125756952,2,5,179.93294859784382,-36.10654468164545,-100.80323236677366
57,99.06238182848676,4,8,174.53942875863942,28.451357763463406,148.91129155944026
58,21.625701878387193,4,7,191.54070029007215,75.45801781996431,-113.72944028295463
59,64.81153935595387,1,7,169.01595103647168,-9.655481838044992,68.31297916223929
60,62.73747638915864,1,3,119.59045960560414,-72.66754077620843,160.30254745730065
61,52.33251633317941,2,1,175.55379642567584,65.11761298516984,139.10004055333127
62,89.36285153585074,1,8,149.17899195459353,-83.12467928142463,-169.07608414454842
63,76.97699765632095,2,1,67.18442165834318,1.8576810510809878,-170.56811196477514
64,44.85218989619177,1,6,50.133785818086274,7.32836162106598,94.20269845602212
65,48.31372722458216,3,3,176.73736171373602,41.45800061492909,29.199086355042795
66,48.48595279726361,2,7,168.5893929978707,-55.406175625605364,-10.551622934285405
67,92.7144770491331,2,8,160.12077392095506,30.609898548636366,-98.06686311679684
68,81.54386778470169,4,5,121.01572024934367,59.512646439544966,130.23779259783754
69,39.74086588858881,2,1,61.639660891626974,55.14641417355793,-13.872652273916543
70,68.44023852291232,3,5,196.8385702522463,-60.64782198451471,109.9293736957489
71,96.3105300713898,4,8,76.23341970555634,51.92456631420944,167.26777748797304
72,96.17611391395411,2,4,124.60326884951628,-28.157599670967514,177.0922000965968
73,94.80025904662364,4,5,193.1585224401352,27.772606746490382,-39.20453343086052
74,85.6320765005299,2,4,101.65819739212637,55.48520528966182,-135.66335408856733
75,58.059693885613186,3,4,136.5556718989845,40.88533560597594,-127.0048757967931
76,38.47109982269569,1,8,46.747768938174076,-16.614465426006362,-17.04393086257417
77,64.1870014931446,4,6,49.47291853631759,49.278392210025316,21.19049248077613
78,96.60327513702443,2,5,137.6513340789491,49.48749234281087,52.47456459950973
79,93.07171094481066,3,1,112.31020905529348,21.528365620253282,-115.5181542099046
80,32.73383286713758,1,6,177.2887332230021,-76.70491925309669,46.76059774774427
81,99.264538620327,4,1,92.26591238283103,-38.67656388589715,-144.2780341495651
82,95.58600133842884,4,8,41.54168554913555,52.05600744394371,132.69578991431723
83,36.67662048958086,2,7,49.70665378862446,-67.905667182402,157.86659645278286
84,74.24756807845374,4,3,129.4531992411887,67.54293434956702,-161.23725807877426
85,77.28219134810713,2,2,60.70007004964522,-51.26427896881702,79.31463606887729
86,91.92212458752101,2,5,129.0472375684946,58.38701132115975,-176.65220697912213
87,29.644085996639767,3,5,58.025894126213956,87.95137481617607,-121.65651622610625
88,25.08046378523657,2,6,87.71345105324903,40.85263983712906,0.47723695772660335
89,35.08472428464431,3,4,137.9200116905025,70.35586683147588,177.30939288334434
90,73.31890829434406,3,1,199.6255045154211,-89.63331532147471,-99.37340673264642
91,34.60499744041027,4,3,179.23718652490473,-74.26369965357279,176.6720353453705
92,75.36373420884075,1,3,139.37164270441957,33.34227938459668,69.17756184439989
93,39.02091854493431,1,1,122.65107387928153,-37.56751116283279,58.82628508323083
94,29.432912591342415,2,1,107.89722013187134,83.5575601869287,-135.05692730101947
95,73.24392696084978,4,7,110.31032437828443,35.70258138116863,43.96363612245662
96,95.57760203316504,3,5,132.27527585826698,33.89267472219257,131.4014746825468
97,69.1318770472793,4,5,159.58046788169153,-80.67379079106418,20.551722038353603
98,57.7347045265149,1,4,165.4906203024253,3.909574516029565,-145.57713590745593
99,84.28551046986072,3,8,154.0524818754409,-7.319827449473806,74.22886372843789
100,77.9054048422959,4,7,59.000045374819564,22.487894643713673,-159.3966060199668
101,60.99124244522842,3,5,125.62185197298041,82.49046122873867,46.8600243611391
102,74.87303088748885,3,5,113.40776727899026,-0.6168893012133623,172.88548400140434
103,42.970296014937055,3,2,198.60602664503588,-42.365294712912856,74.62187927204735
104,81.83265541059082,1,3,165.4547988062298,58.24689077964649,121.68836737136735
105,57.94966712327374,4,6,64.37994627593102,71.2005357947229,-151.16099128623978
106,76.71855002165775,4,7,191.86962288125673,-4.7702042952462165,169.306398989856
107,89.17207917978988,4,2,113.4948202333866,5.387479658408253,21.17352320852234
108,23.716382434522146,2,4,192.38799861299344,-70.63448670159411,126.56173143025171
109,48.63467988571939,1,5,51.11922427880921,-35.32548927084001,-52.36826210946501
110,98.81775780314771,1,3,169.77522242343858,65.93109608067758,-129.27109164601202
111,33.14694492688129,4,1,117.36677786269148,34.516141166540066,-153.44866607396563
